AGREGACAO;MUNICIPIO;RECONHECIMENTO;GESTOR;TIPO;FONTE;EIXO;SUBEIXO;FINALIDADE;PAGO
Municipal;ALVORADA;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;6.104.930,00
Municipal;ALVORADA;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);10.017.285,41
Municipal;ALVORADA;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;41.605.800,00
Municipal;ALVORADA;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;4.137.803,80
Municipal;ALVORADA;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;61.996.046,52
Municipal;ALVORADA;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;13.357,32
Municipal;ALVORADA;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;2.988.172,17
Municipal;ALVORADA;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;2.191.790,00
Municipal;ALVORADA;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;33.636.789,27
Municipal;ALVORADA;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;5.029.398,00
Municipal;ALVORADA;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;1.293.863,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;7.038,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;335.683,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;3.725,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;7.267,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;30.953,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;54.482,23
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;225.000,00
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;50.850,54
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;2.354.446,78
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;6.638,87
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;260.488,03
Municipal;AMARAL FERRADOR;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;128.970,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;10.506,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;439.518,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;17.552,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;17.079,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;295.214,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;473.355,73
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;240.770,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;2.736.218,39
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;7.327,74
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;310.465,04
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;473.803,00
Municipal;AMETISTA DO SUL;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;129.604,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;1.836,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;24.420,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;1.200,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;2.197,80
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;68.520,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;363.734,73
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;600.049,09
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;167.404,32
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;51.077,00
Municipal;ANDRE DA ROCHA;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;12.496,00
Municipal;ANTA GORDA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;918,00
Municipal;ANTA GORDA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;48.894,00
Municipal;ANTA GORDA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;1.400,00
Municipal;ANTA GORDA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;120.000,00
Municipal;ANTA GORDA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;5.071,60
Municipal;ANTA GORDA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;7.600,00
Municipal;ANTA GORDA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;248.374,00
Municipal;ANTA GORDA;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;3.238.960,98
Municipal;ANTA GORDA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;1.282.650,00
Municipal;ANTA GORDA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;70.000,00
Municipal;ANTA GORDA;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;40.800,00
Municipal;ANTA GORDA;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;1.727.646,35
Municipal;ANTA GORDA;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;3.616.981,58
Municipal;ANTA GORDA;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;15.827,13
Municipal;ANTA GORDA;Situacao de Emergencia;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao especializada - custeio de servicos: Aumento demanda;12.087,72
Municipal;ANTA GORDA;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;2.824.685,87
Municipal;ANTA GORDA;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;420.599,00
Municipal;ANTA GORDA;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;99.539,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;6.426,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;184.102,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;8.226,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;62.000,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;16.336,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;7.600,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;919.452,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;471.251,95
Municipal;ANTONIO PRADO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;1.434.000,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;187.000,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;30.600,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;200.000,00
Municipal;ANTONIO PRADO;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;37.522,55
Municipal;ANTONIO PRADO;Situacao de Emergencia;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao especializada - custeio de servicos: Aumento demanda;310.616,26
Municipal;ANTONIO PRADO;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;5.696.857,49
Municipal;ANTONIO PRADO;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;984.332,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;6.732,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;267.912,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;53.656,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;7.450,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;82.906,82
Municipal;ARAMBARE;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;6.562,60
Municipal;ARAMBARE;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;22.800,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;242.222,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;32.380,32
Municipal;ARAMBARE;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;921.200,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;2.309.600,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.163.250,91
Municipal;ARAMBARE;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;2.881.500,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;245.000,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;12.978,95
Municipal;ARAMBARE;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;139.073,24
Municipal;ARAMBARE;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;5.000,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;462.055,68
Municipal;ARAMBARE;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;110.630,00
Municipal;ARAMBARE;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;15.724,00
Municipal;ARARICA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;14.790,00
Municipal;ARARICA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;244.540,00
Municipal;ARARICA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;66.710,00
Municipal;ARARICA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;36.313,60
Municipal;ARARICA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;312.941,00
Municipal;ARARICA;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;3.347.431,10
Municipal;ARARICA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;1.431.456,00
Municipal;ARARICA;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;20.400,00
Municipal;ARARICA;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;200.977,50
Municipal;ARARICA;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;2.351.883,77
Municipal;ARARICA;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;15.778,49
Municipal;ARARICA;Situacao de Emergencia;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao especializada - custeio de servicos: Aumento demanda;177.000,00
Municipal;ARARICA;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;2.029.053,19
Municipal;ARARICA;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;719.085,00
Municipal;ARARICA;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;226.386,00
Municipal;ARATIBA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;306,00
Municipal;ARATIBA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;69.802,00
Municipal;ARATIBA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;3.138,00
Municipal;ARATIBA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;11.266,60
Municipal;ARATIBA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;7.600,00
Municipal;ARATIBA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;417.493,00
Municipal;ARATIBA;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;477.735,46
Municipal;ARATIBA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;836.031,38
